date,series_type,ron95,ron97,diesel,diesel_eastmsia,ron95_budi95,ron95_skps
2019-05-11,level,2.08,2.7,2.18,2.18,,
2019-05-11,change_weekly,0.0,-0.0999999999999996,0.0,0.0,,
2019-05-18,level,2.08,2.68,2.18,2.18,,
2019-05-18,change_weekly,0.0,-0.02,0.0,0.0,,
2019-05-25,change_weekly,0.0,0.0799999999999996,0.0,0.0,,
2019-05-25,level,2.08,2.76,2.18,2.18,,
2019-06-01,change_weekly,0.0,-0.1299999999999999,0.0,0.0,,
2019-06-01,level,2.08,2.63,2.18,2.18,,
2019-06-15,level,2.08,2.41,2.18,2.18,,
2019-06-15,change_weekly,0.0,-0.2199999999999997,0.0,0.0,,
2019-06-22,change_weekly,0.0,-0.0300000000000002,0.0,0.0,,
2019-06-22,level,2.08,2.38,2.18,2.18,,
2019-06-29,change_weekly,0.0,0.1100000000000003,0.0,0.0,,
2019-06-29,level,2.08,2.49,2.18,2.18,,
2019-07-06,change_weekly,0.0,0.0399999999999995,0.0,0.0,,
2019-07-06,level,2.08,2.53,2.18,2.18,,
2019-07-13,change_weekly,0.0,0.04,0.0,0.0,,
2019-07-13,level,2.08,2.57,2.18,2.18,,
2019-07-20,level,2.08,2.67,2.18,2.18,,
2019-07-20,change_weekly,0.0,0.1,0.0,0.0,,
2019-07-27,change_weekly,0.0,-0.1099999999999998,0.0,0.0,,
2019-07-27,level,2.08,2.56,2.18,2.18,,
2019-08-03,change_weekly,0.0,-0.02,0.0,0.0,,
2019-08-03,level,2.08,2.54,2.18,2.18,,
2019-08-10,change_weekly,0.0,-0.0499999999999998,0.0,0.0,,
2019-08-10,level,2.08,2.49,2.18,2.18,,
2019-08-17,change_weekly,0.0,0.0,0.0,0.0,,
2019-08-17,level,2.08,2.49,2.18,2.18,,
2019-08-24,change_weekly,0.0,0.0199999999999995,0.0,0.0,,
2019-08-24,level,2.08,2.51,2.18,2.18,,
2019-08-31,change_weekly,0.0,-0.0099999999999997,0.0,0.0,,
2019-08-31,level,2.08,2.5,2.18,2.18,,
2019-09-07,change_weekly,0.0,0.0,0.0,0.0,,
2019-09-07,level,2.08,2.5,2.18,2.18,,
2019-09-14,change_weekly,0.0,0.0299999999999998,0.0,0.0,,
2019-09-14,level,2.08,2.53,2.18,2.18,,
2019-09-21,change_weekly,0.0,0.1400000000000001,0.0,0.0,,
2019-09-21,level,2.08,2.67,2.18,2.18,,
2019-09-28,change_weekly,0.0,0.1200000000000001,0.0,0.0,,
2019-09-28,level,2.08,2.79,2.18,2.18,,
2019-10-05,change_weekly,0.0,-0.1899999999999999,0.0,0.0,,
2019-10-05,level,2.08,2.6,2.18,2.18,,
2019-10-12,change_weekly,0.0,0.0699999999999998,0.0,0.0,,
2019-10-12,level,2.08,2.67,2.18,2.18,,
2019-10-19,change_weekly,0.0,0.0100000000000002,0.0,0.0,,
2019-10-19,level,2.08,2.68,2.18,2.18,,
2019-10-26,change_weekly,0.0,-0.0900000000000003,0.0,0.0,,
2019-10-26,level,2.08,2.59,2.18,2.18,,
2019-11-02,change_weekly,0.0,-0.0299999999999998,0.0,0.0,,
2019-11-02,level,2.08,2.56,2.18,2.18,,
2019-11-09,change_weekly,0.0,0.0099999999999997,0.0,0.0,,
2019-11-09,level,2.08,2.57,2.18,2.18,,
2019-11-16,level,2.08,2.7,2.18,2.18,,
2019-11-16,change_weekly,0.0,0.1300000000000003,0.0,0.0,,
2019-11-23,change_weekly,0.0,-0.04,0.0,0.0,,
2019-11-23,level,2.08,2.66,2.18,2.18,,
2019-11-30,change_weekly,0.0,0.0,0.0,0.0,,
2019-11-30,level,2.08,2.66,2.18,2.18,,
2019-12-07,change_weekly,0.0,-0.02,0.0,0.0,,
2019-12-07,level,2.08,2.64,2.18,2.18,,
2019-12-14,change_weekly,0.0,0.0,0.0,0.0,,
2019-12-14,level,2.08,2.64,2.18,2.18,,
2019-12-21,change_weekly,0.0,-0.06,0.0,0.0,,
2019-12-21,level,2.08,2.58,2.18,2.18,,
2019-12-28,change_weekly,0.0,0.0499999999999998,0.0,0.0,,
2019-12-28,level,2.08,2.63,2.18,2.18,,
2020-01-04,change_weekly,0.0,0.02,0.0,0.0,,
2020-01-04,level,2.08,2.65,2.18,2.18,,
2020-01-11,level,2.08,2.62,2.18,2.18,,
2020-01-11,change_weekly,0.0,-0.0299999999999998,0.0,0.0,,
2020-01-18,level,2.08,2.53,2.18,2.18,,
2020-01-18,change_weekly,0.0,-0.0900000000000003,0.0,0.0,,
2020-01-25,level,2.08,2.49,2.18,2.18,,
2020-01-25,change_weekly,0.0,-0.0399999999999995,0.0,0.0,,
2020-02-01,level,2.08,2.41,2.18,2.18,,
2020-02-01,change_weekly,0.0,-0.08,0.0,0.0,,
2020-02-08,level,2.04,2.34,2.08,2.08,,
2020-02-08,change_weekly,-0.04,-0.0700000000000002,-0.1,-0.1,,
2020-02-15,level,2.06,2.36,2.14,2.14,,
2020-02-15,change_weekly,0.02,0.02,0.06,0.06,,
2020-02-22,level,2.08,2.38,2.14,2.14,,
2020-02-22,change_weekly,0.02,0.02,0.0,0.0,,
2020-02-29,level,2.08,2.4,2.13,2.13,,
2020-02-29,change_weekly,0.0,0.02,-0.0100000000000002,-0.0100000000000002,,
2020-03-07,change_weekly,-0.1900000000000001,-0.2099999999999999,-0.1699999999999999,-0.1699999999999999,,
2020-03-07,level,1.89,2.19,1.96,1.96,,
2020-03-14,level,1.82,2.1,1.87,1.87,,
2020-03-14,change_weekly,-0.0699999999999998,-0.0899999999999998,-0.0899999999999998,-0.0899999999999998,,
2020-03-21,level,1.44,1.74,1.75,1.75,,
2020-03-21,change_weekly,-0.3800000000000001,-0.3600000000000001,-0.1200000000000001,-0.1200000000000001,,
2020-03-28,level,1.38,1.68,1.68,1.68,,
2020-03-28,change_weekly,-0.06,-0.06,-0.07,-0.07,,
2020-04-04,level,1.3,1.6,1.58,1.58,,
2020-04-04,change_weekly,-0.0799999999999998,-0.0799999999999998,-0.0999999999999998,-0.0999999999999998,,
2020-04-11,level,1.25,1.55,1.46,1.46,,
2020-04-11,change_weekly,-0.05,-0.05,-0.1200000000000001,-0.1200000000000001,,
2020-04-18,change_weekly,0.0,0.0,-0.03,-0.03,,
2020-04-18,level,1.25,1.55,1.43,1.43,,
2020-04-25,level,1.25,1.55,1.4,1.4,,
2020-04-25,change_weekly,0.0,0.0,-0.03,-0.03,,
2020-05-02,level,1.25,1.55,1.4,1.4,,
2020-05-02,change_weekly,0.0,0.0,0.0,0.0,,
2020-05-09,change_weekly,0.0,0.0,0.0,0.0,,
2020-05-09,level,1.25,1.55,1.4,1.4,,
2020-05-16,change_weekly,0.06,0.06,0.05,0.05,,
2020-05-16,level,1.31,1.61,1.45,1.45,,
2020-05-23,level,1.38,1.68,1.51,1.51,,
2020-05-23,change_weekly,0.0699999999999998,0.0699999999999998,0.06,0.06,,
2020-05-30,level,1.43,1.73,1.61,1.61,,
2020-05-30,change_weekly,0.05,0.05,0.1,0.1,,
2020-06-06,level,1.48,1.78,1.63,1.63,,
2020-06-06,change_weekly,0.05,0.05,0.0199999999999997,0.0199999999999997,,
2020-06-13,change_weekly,0.08,0.08,0.1,0.1,,
2020-06-13,level,1.56,1.86,1.73,1.73,,
2020-06-20,change_weekly,0.03,0.0299999999999998,0.04,0.04,,
2020-06-20,level,1.59,1.89,1.77,1.77,,
2020-06-27,change_weekly,0.0999999999999998,0.1,0.09,0.09,,
2020-06-27,level,1.69,1.99,1.86,1.86,,
2020-07-04,change_weekly,-0.04,-0.04,-0.02,-0.02,,
2020-07-04,level,1.65,1.95,1.84,1.84,,
2020-07-11,change_weekly,0.07,0.07,0.03,0.03,,
2020-07-11,level,1.72,2.02,1.87,1.87,,
2020-07-18,level,1.72,2.02,1.87,1.87,,
2020-07-18,change_weekly,0.0,0.0,0.0,0.0,,
2020-07-25,level,1.68,1.98,1.82,1.82,,
2020-07-25,change_weekly,-0.04,-0.04,-0.05,-0.05,,
2020-08-01,level,1.68,1.98,1.83,1.83,,
2020-08-01,change_weekly,0.0,0.0,0.01,0.01,,
2020-08-08,level,1.63,1.93,1.79,1.79,,
2020-08-08,change_weekly,-0.05,-0.05,-0.04,-0.04,,
2020-08-15,change_weekly,0.05,0.05,0.03,0.03,,
2020-08-15,level,1.68,1.98,1.82,1.82,,
2020-08-22,change_weekly,0.03,0.0299999999999998,-0.02,-0.02,,
2020-08-22,level,1.71,2.01,1.8,1.8,,
2020-08-29,change_weekly,0.01,0.0100000000000002,-0.02,-0.02,,
2020-08-29,level,1.72,2.02,1.78,1.78,,
2020-09-05,change_weekly,-0.01,-0.0100000000000002,0.0,0.0,,
2020-09-05,level,1.71,2.01,1.78,1.78,,
2020-09-12,change_weekly,-0.05,-0.0499999999999998,-0.06,-0.06,,
2020-09-12,level,1.66,1.96,1.72,1.72,,
2020-09-19,change_weekly,-0.03,-0.03,-0.05,-0.05,,
2020-09-19,level,1.63,1.93,1.67,1.67,,
2020-09-26,change_weekly,0.05,0.05,0.04,0.04,,
2020-09-26,level,1.68,1.98,1.71,1.71,,
2020-10-03,level,1.71,2.01,1.7,1.7,,
2020-10-03,change_weekly,0.03,0.0299999999999998,-0.01,-0.01,,
2020-10-10,level,1.67,1.97,1.69,1.69,,
2020-10-10,change_weekly,-0.04,-0.0399999999999998,-0.01,-0.01,,
2020-10-17,change_weekly,0.01,0.01,0.05,0.05,,
2020-10-17,level,1.68,1.98,1.74,1.74,,
2020-10-24,change_weekly,-0.04,-0.04,0.0,0.0,,
2020-10-24,level,1.64,1.94,1.74,1.74,,
2020-10-31,level,1.64,1.94,1.74,1.74,,
2020-10-31,change_weekly,0.0,0.0,0.0,0.0,,
2020-11-07,level,1.61,1.91,1.68,1.68,,
2020-11-07,change_weekly,-0.0299999999999998,-0.03,-0.06,-0.06,,
2020-11-14,change_weekly,0.01,0.01,0.06,0.06,,
2020-11-14,level,1.62,1.92,1.74,1.74,,
2020-11-21,level,1.64,1.94,1.81,1.81,,
2020-11-21,change_weekly,0.0199999999999997,0.02,0.07,0.07,,
2020-11-28,level,1.67,1.97,1.85,1.85,,
2020-11-28,change_weekly,0.03,0.03,0.04,0.04,,
2020-12-05,change_weekly,0.03,0.03,0.0499999999999998,0.0499999999999998,,
2020-12-05,level,1.7,2.0,1.9,1.9,,
2020-12-12,change_weekly,0.03,0.0299999999999998,0.03,0.03,,
2020-12-12,level,1.73,2.03,1.93,1.93,,
2020-12-19,change_weekly,0.05,0.0500000000000002,0.03,0.03,,
2020-12-19,level,1.78,2.08,1.96,1.96,,
2020-12-26,level,1.8,2.1,1.98,1.98,,
2020-12-26,change_weekly,0.02,0.02,0.02,0.02,,
2021-01-02,level,1.84,2.14,2.01,2.01,,
2021-01-02,change_weekly,0.04,0.04,0.0299999999999998,0.0299999999999998,,
2021-01-09,change_weekly,0.0,0.0,0.0100000000000002,0.0100000000000002,,
2021-01-09,level,1.84,2.14,2.02,2.02,,
2021-01-16,level,1.89,2.19,2.05,2.05,,
2021-01-16,change_weekly,0.0499999999999998,0.0499999999999998,0.0299999999999998,0.0299999999999998,,
2021-01-23,change_weekly,0.01,0.0100000000000002,0.04,0.04,,
2021-01-23,level,1.9,2.2,2.09,2.09,,
2021-01-30,level,1.9,2.2,2.07,2.07,,
2021-01-30,change_weekly,0.0,0.0,-0.02,-0.02,,
2021-02-06,level,1.93,2.23,2.11,2.11,,
2021-02-06,change_weekly,0.03,0.0299999999999998,0.04,0.04,,
2021-02-13,level,1.96,2.26,2.15,2.15,,
2021-02-13,change_weekly,0.03,0.0299999999999998,0.04,0.04,,
2021-02-20,level,2.0,2.3,2.15,2.15,,
2021-02-20,change_weekly,0.04,0.04,0.0,0.0,,
2021-02-27,change_weekly,0.0499999999999998,0.0500000000000002,0.0,0.0,,
2021-02-27,level,2.05,2.35,2.15,2.15,,
2021-03-04,change_weekly,0.0,0.0,0.0,0.0,,
2021-03-04,level,2.05,2.35,2.15,2.15,,
2021-03-11,change_weekly,0.0,0.0499999999999998,0.0,0.0,,
2021-03-11,level,2.05,2.4,2.15,2.15,,
2021-03-18,level,2.05,2.47,2.15,2.15,,
2021-03-18,change_weekly,0.0,0.0700000000000002,0.0,0.0,,
2021-03-25,level,2.05,2.5,2.15,2.15,,
2021-03-25,change_weekly,0.0,0.0299999999999998,0.0,0.0,,
2021-04-01,level,2.05,2.52,2.15,2.15,,
2021-04-01,change_weekly,0.0,0.02,0.0,0.0,,
2021-04-08,change_weekly,0.0,0.02,0.0,0.0,,
2021-04-08,level,2.05,2.54,2.15,2.15,,
2021-04-15,level,2.05,2.54,2.15,2.15,,
2021-04-15,change_weekly,0.0,0.0,0.0,0.0,,
2021-04-22,change_weekly,0.0,0.04,0.0,0.0,,
2021-04-22,level,2.05,2.58,2.15,2.15,,
2021-04-29,change_weekly,0.0,0.0,0.0,0.0,,
2021-04-29,level,2.05,2.58,2.15,2.15,,
2021-05-06,change_weekly,0.0,0.02,0.0,0.0,,
2021-05-06,level,2.05,2.6,2.15,2.15,,
2021-05-13,change_weekly,0.0,0.0,0.0,0.0,,
2021-05-13,level,2.05,2.6,2.15,2.15,,
2021-05-20,level,2.05,2.61,2.15,2.15,,
2021-05-20,change_weekly,0.0,0.0099999999999997,0.0,0.0,,
2021-05-27,change_weekly,0.0,0.0,0.0,0.0,,
2021-05-27,level,2.05,2.61,2.15,2.15,,
2021-06-03,change_weekly,0.0,0.02,0.0,0.0,,
2021-06-03,level,2.05,2.63,2.15,2.15,,
2021-06-10,change_weekly,0.0,0.02,0.0,0.0,,
2021-06-10,level,2.05,2.65,2.15,2.15,,
2021-06-17,change_weekly,0.0,0.02,0.0,0.0,,
2021-06-17,level,2.05,2.67,2.15,2.15,,
2021-06-24,level,2.05,2.67,2.15,2.15,,
2021-06-24,change_weekly,0.0,0.0,0.0,0.0,,
2021-07-01,level,2.05,2.69,2.15,2.15,,
2021-07-01,change_weekly,0.0,0.02,0.0,0.0,,
2021-07-08,level,2.05,2.7,2.15,2.15,,
2021-07-08,change_weekly,0.0,0.0100000000000002,0.0,0.0,,
2021-07-15,change_weekly,0.0,0.0299999999999998,0.0,0.0,,
2021-07-15,level,2.05,2.73,2.15,2.15,,
2021-07-22,level,2.05,2.73,2.15,2.15,,
2021-07-22,change_weekly,0.0,0.0,0.0,0.0,,
2021-07-28,level,2.05,2.74,2.15,2.15,,
2021-07-28,change_weekly,0.0,0.0100000000000002,0.0,0.0,,
2021-08-05,level,2.05,2.74,2.15,2.15,,
2021-08-05,change_weekly,0.0,0.0,0.0,0.0,,
2021-08-12,level,2.05,2.74,2.15,2.15,,
2021-08-12,change_weekly,0.0,0.0,0.0,0.0,,
2021-08-19,level,2.05,2.74,2.15,2.15,,
2021-08-19,change_weekly,0.0,0.0,0.0,0.0,,
2021-08-26,change_weekly,0.0,-0.02,0.0,0.0,,
2021-08-26,level,2.05,2.72,2.15,2.15,,
2021-09-02,level,2.05,2.72,2.15,2.15,,
2021-09-02,change_weekly,0.0,0.0,0.0,0.0,,
2021-09-09,change_weekly,0.0,0.0099999999999997,0.0,0.0,,
2021-09-09,level,2.05,2.73,2.15,2.15,,
2021-09-16,level,2.05,2.73,2.15,2.15,,
2021-09-16,change_weekly,0.0,0.0,0.0,0.0,,
2021-09-23,change_weekly,0.0,0.02,0.0,0.0,,
2021-09-23,level,2.05,2.75,2.15,2.15,,
2021-09-30,change_weekly,0.0,0.0099999999999997,0.0,0.0,,
2021-09-30,level,2.05,2.76,2.15,2.15,,
2021-10-07,change_weekly,0.0,0.0100000000000002,0.0,0.0,,
2021-10-07,level,2.05,2.77,2.15,2.15,,
2021-10-14,change_weekly,0.0,0.1,0.0,0.0,,
2021-10-14,level,2.05,2.87,2.15,2.15,,
2021-10-21,change_weekly,0.0,0.0,0.0,0.0,,
2021-10-21,level,2.05,2.87,2.15,2.15,,
2021-10-28,change_weekly,0.0,0.1,0.0,0.0,,
2021-10-28,level,2.05,2.97,2.15,2.15,,
2021-11-04,level,2.05,3.06,2.15,2.15,,
2021-11-04,change_weekly,0.0,0.0899999999999998,0.0,0.0,,
2021-11-11,change_weekly,0.0,0.02,0.0,0.0,,
2021-11-11,level,2.05,3.08,2.15,2.15,,
2021-11-18,level,2.05,3.08,2.15,2.15,,
2021-11-18,change_weekly,0.0,0.0,0.0,0.0,,
2021-11-25,change_weekly,0.0,-0.0300000000000002,0.0,0.0,,
2021-11-25,level,2.05,3.05,2.15,2.15,,
2021-12-02,level,2.05,3.02,2.15,2.15,,
2021-12-02,change_weekly,0.0,-0.0299999999999998,0.0,0.0,,
2021-12-09,level,2.05,2.99,2.15,2.15,,
2021-12-09,change_weekly,0.0,-0.0299999999999998,0.0,0.0,,
2021-12-16,level,2.05,3.0,2.15,2.15,,
2021-12-16,change_weekly,0.0,0.0099999999999997,0.0,0.0,,
2021-12-23,change_weekly,0.0,-0.0099999999999997,0.0,0.0,,
2021-12-23,level,2.05,2.99,2.15,2.15,,
2021-12-30,change_weekly,0.0,0.0099999999999997,0.0,0.0,,
2021-12-30,level,2.05,3.0,2.15,2.15,,
2022-01-06,level,2.05,3.03,2.15,2.15,,
2022-01-06,change_weekly,0.0,0.0299999999999998,0.0,0.0,,
2022-01-13,level,2.05,3.07,2.15,2.15,,
2022-01-13,change_weekly,0.0,0.04,0.0,0.0,,
2022-01-20,change_weekly,0.0,0.0,0.0,0.0,,
2022-01-20,level,2.05,3.07,2.15,2.15,,
2022-01-27,change_weekly,0.0,0.0500000000000002,0.0,0.0,,
2022-01-27,level,2.05,3.12,2.15,2.15,,
2022-02-03,level,2.05,3.12,2.15,2.15,,
2022-02-03,change_weekly,0.0,0.0,0.0,0.0,,
2022-02-10,level,2.05,3.21,2.15,2.15,,
2022-02-10,change_weekly,0.0,0.0899999999999998,0.0,0.0,,
2022-02-17,level,2.05,3.27,2.15,2.15,,
2022-02-17,change_weekly,0.0,0.06,0.0,0.0,,
2022-02-24,change_weekly,0.0,0.02,0.0,0.0,,
2022-02-24,level,2.05,3.29,2.15,2.15,,
2022-03-03,change_weekly,0.0,0.1600000000000001,0.0,0.0,,
2022-03-03,level,2.05,3.45,2.15,2.15,,
2022-03-10,level,2.05,3.75,2.15,2.15,,
2022-03-10,change_weekly,0.0,0.2999999999999998,0.0,0.0,,
2022-03-17,change_weekly,0.0,0.25,0.0,0.0,,
2022-03-17,level,2.05,4.0,2.15,2.15,,
2022-03-24,level,2.05,3.83,2.15,2.15,,
2022-03-24,change_weekly,0.0,-0.1699999999999999,0.0,0.0,,
2022-03-31,change_weekly,0.0,0.08,0.0,0.0,,
2022-03-31,level,2.05,3.91,2.15,2.15,,
2022-04-07,change_weekly,0.0,-0.1,0.0,0.0,,
2022-04-07,level,2.05,3.81,2.15,2.15,,
2022-04-14,level,2.05,3.81,2.15,2.15,,
2022-04-14,change_weekly,0.0,0.0,0.0,0.0,,
2022-04-21,level,2.05,3.81,2.15,2.15,,
2022-04-21,change_weekly,0.0,0.0,0.0,0.0,,
2022-04-28,change_weekly,0.0,0.1299999999999999,0.0,0.0,,
2022-04-28,level,2.05,3.94,2.15,2.15,,
2022-05-05,change_weekly,0.0,0.0,0.0,0.0,,
2022-05-05,level,2.05,3.94,2.15,2.15,,
2022-05-12,change_weekly,0.0,0.3699999999999996,0.0,0.0,,
2022-05-12,level,2.05,4.31,2.15,2.15,,
2022-05-19,change_weekly,0.0,0.0200000000000004,0.0,0.0,,
2022-05-19,level,2.05,4.33,2.15,2.15,,
2022-05-26,level,2.05,4.7,2.15,2.15,,
2022-05-26,change_weekly,0.0,0.3700000000000001,0.0,0.0,,
2022-06-02,level,2.05,4.7,2.15,2.15,,
2022-06-02,change_weekly,0.0,0.0,0.0,0.0,,
2022-06-09,level,2.05,4.72,2.15,2.15,,
2022-06-09,change_weekly,0.0,0.0199999999999995,0.0,0.0,,
2022-06-16,level,2.05,4.83,2.15,2.15,,
2022-06-16,change_weekly,0.0,0.1100000000000003,0.0,0.0,,
2022-06-23,change_weekly,0.0,0.0099999999999997,0.0,0.0,,
2022-06-23,level,2.05,4.84,2.15,2.15,,
2022-06-30,change_weekly,0.0,0.0,0.0,0.0,,
2022-06-30,level,2.05,4.84,2.15,2.15,,
2022-07-07,change_weekly,0.0,-0.04,0.0,0.0,,
2022-07-07,level,2.05,4.8,2.15,2.15,,
2022-07-14,change_weekly,0.0,-0.0499999999999998,0.0,0.0,,
2022-07-14,level,2.05,4.75,2.15,2.15,,
2022-07-21,change_weekly,0.0,-0.0999999999999996,0.0,0.0,,
2022-07-21,level,2.05,4.65,2.15,2.15,,
2022-07-28,change_weekly,0.0,-0.1000000000000005,0.0,0.0,,
2022-07-28,level,2.05,4.55,2.15,2.15,,
2022-08-04,change_weekly,0.0,-0.0499999999999998,0.0,0.0,,
2022-08-04,level,2.05,4.5,2.15,2.15,,
2022-08-11,level,2.05,4.4,2.15,2.15,,
2022-08-11,change_weekly,0.0,-0.0999999999999996,0.0,0.0,,
2022-08-18,level,2.05,4.35,2.15,2.15,,
2022-08-18,change_weekly,0.0,-0.0500000000000007,0.0,0.0,,
2022-08-25,change_weekly,0.0,-0.0499999999999998,0.0,0.0,,
2022-08-25,level,2.05,4.3,2.15,2.15,,
2022-09-01,level,2.05,4.3,2.15,2.15,,
2022-09-01,change_weekly,0.0,0.0,0.0,0.0,,
2022-09-08,level,2.05,4.2,2.15,2.15,,
2022-09-08,change_weekly,0.0,-0.0999999999999996,0.0,0.0,,
2022-09-14,level,2.05,4.15,2.15,2.15,,
2022-09-14,change_weekly,0.0,-0.0499999999999998,0.0,0.0,,
2022-09-22,level,2.05,4.05,2.15,2.15,,
2022-09-22,change_weekly,0.0,-0.1000000000000005,0.0,0.0,,
2022-09-29,change_weekly,0.0,-0.0499999999999998,0.0,0.0,,
2022-09-29,level,2.05,4.0,2.15,2.15,,
2022-10-06,level,2.05,3.95,2.15,2.15,,
2022-10-06,change_weekly,0.0,-0.0499999999999998,0.0,0.0,,
2022-10-13,change_weekly,0.0,0.0,0.0,0.0,,
2022-10-13,level,2.05,3.95,2.15,2.15,,
2022-10-20,change_weekly,0.0,0.0,0.0,0.0,,
2022-10-20,level,2.05,3.95,2.15,2.15,,
2022-10-27,level,2.05,3.95,2.15,2.15,,
2022-10-27,change_weekly,0.0,0.0,0.0,0.0,,
2022-11-03,level,2.05,3.95,2.15,2.15,,
2022-11-03,change_weekly,0.0,0.0,0.0,0.0,,
2022-11-10,level,2.05,3.95,2.15,2.15,,
2022-11-10,change_weekly,0.0,0.0,0.0,0.0,,
2022-11-17,change_weekly,0.0,0.0,0.0,0.0,,
2022-11-17,level,2.05,3.95,2.15,2.15,,
2022-11-24,change_weekly,0.0,0.0,0.0,0.0,,
2022-11-24,level,2.05,3.95,2.15,2.15,,
2022-12-01,level,2.05,3.85,2.15,2.15,,
2022-12-01,change_weekly,0.0,-0.1,0.0,0.0,,
2022-12-08,change_weekly,0.0,-0.1,0.0,0.0,,
2022-12-08,level,2.05,3.75,2.15,2.15,,
2022-12-15,level,2.05,3.55,2.15,2.15,,
2022-12-15,change_weekly,0.0,-0.2000000000000001,0.0,0.0,,
2022-12-22,level,2.05,3.35,2.15,2.15,,
2022-12-22,change_weekly,0.0,-0.1999999999999997,0.0,0.0,,
2022-12-29,level,2.05,3.35,2.15,2.15,,
2022-12-29,change_weekly,0.0,0.0,0.0,0.0,,
2023-01-05,change_weekly,0.0,0.0,0.0,0.0,,
2023-01-05,level,2.05,3.35,2.15,2.15,,
2023-01-12,change_weekly,0.0,0.0,0.0,0.0,,
2023-01-12,level,2.05,3.35,2.15,2.15,,
2023-01-19,change_weekly,0.0,0.0,0.0,0.0,,
2023-01-19,level,2.05,3.35,2.15,2.15,,
2023-01-26,level,2.05,3.35,2.15,2.15,,
2023-01-26,change_weekly,0.0,0.0,0.0,0.0,,
2023-02-02,change_weekly,0.0,0.0,0.0,0.0,,
2023-02-02,level,2.05,3.35,2.15,2.15,,
2023-02-09,change_weekly,0.0,0.0,0.0,0.0,,
2023-02-09,level,2.05,3.35,2.15,2.15,,
2023-02-16,level,2.05,3.35,2.15,2.15,,
2023-02-16,change_weekly,0.0,0.0,0.0,0.0,,
2023-02-23,level,2.05,3.35,2.15,2.15,,
2023-02-23,change_weekly,0.0,0.0,0.0,0.0,,
2023-03-02,level,2.05,3.35,2.15,2.15,,
2023-03-02,change_weekly,0.0,0.0,0.0,0.0,,
2023-03-09,change_weekly,0.0,0.0,0.0,0.0,,
2023-03-09,level,2.05,3.35,2.15,2.15,,
2023-03-16,level,2.05,3.35,2.15,2.15,,
2023-03-16,change_weekly,0.0,0.0,0.0,0.0,,
2023-03-23,level,2.05,3.35,2.15,2.15,,
2023-03-23,change_weekly,0.0,0.0,0.0,0.0,,
2023-03-30,level,2.05,3.35,2.15,2.15,,
2023-03-30,change_weekly,0.0,0.0,0.0,0.0,,
2023-04-06,level,2.05,3.35,2.15,2.15,,
2023-04-06,change_weekly,0.0,0.0,0.0,0.0,,
2023-04-13,change_weekly,0.0,0.0,0.0,0.0,,
2023-04-13,level,2.05,3.35,2.15,2.15,,
2023-04-20,level,2.05,3.35,2.15,2.15,,
2023-04-20,change_weekly,0.0,0.0,0.0,0.0,,
2023-04-27,level,2.05,3.35,2.15,2.15,,
